OrderID,Quantity,Sales,Discount,Profit,ProductID
CA-2017-102197,3,34.02,0.0,20.412000000000003,112
CA-2017-100412,2,141.96,0.0,85.176,113
CA-2017-146164,2,607.52,0.0,364.512,114
CA-2017-146164,2,31.16,0.0,18.695999999999998,115
CA-2017-146164,2,31.16,0.0,18.695999999999998,1578
CA-2017-163405,3,6.63,0.0,3.9779999999999998,116
CA-2017-163405,2,5.88,0.0,3.528,117
CA-2017-138380,7,1000.02,0.0,600.012,118
CA-2017-120376,5,199.95,0.0,119.96999999999998,119
CA-2017-120376,7,1586.69,0.0,952.014,120
CA-2017-120376,1,84.99,0.0,50.99399999999999,121
CA-2017-120376,2,411.8,0.0,247.07999999999998,122
CA-2017-121216,8,28.672,0.2,17.2032,123
CA-2017-121216,8,29.312,0.8,17.5872,124
CA-2017-145219,6,2879.952,0.2,1727.9712000000002,125
CA-2017-145219,3,90.48,0.2,54.288000000000004,126
CA-2017-117443,4,13.84,0.8,8.304,127
CA-2017-117443,4,175.872,0.2,105.5232,128
CA-2017-142909,2,182.55,0.5,109.53,129
CA-2017-115602,6,38.82,0.0,23.291999999999998,130
CA-2017-115602,9,1141.938,0.1,685.1628000000001,131
CA-2017-115602,13,1704.56,0.0,1022.7359999999999,132
CA-2017-115602,2,3.2,0.0,1.92,133
CA-2017-128160,2,36.672,0.2,22.003199999999996,134
CA-2017-145310,1,7.824,0.2,4.6944,135
CA-2017-109589,4,71.0,0.0,42.6,136
CA-2017-119193,1,1.641,0.7,0.9845999999999999,137
CA-2017-119193,7,629.958,0.4,377.97479999999996,138
CA-2017-149699,5,474.95,0.0,284.96999999999997,139
CA-2017-158736,2,5.76,0.0,3.456,140
CA-2017-143252,5,99.95,0.0,59.97,141
CA-2017-143252,3,29.34,0.0,17.604,142
US-2017-123463,4,13.48,0.0,8.088,143
CA-2017-140585,2,46.672,0.2,28.003199999999996,144
CA-2017-140585,1,119.833,0.15,71.8998,145
CA-2017-140585,2,119.98,0.0,71.988,146
CA-2017-105886,2,18.96,0.0,11.376,147
CA-2017-104381,4,33.376,0.2,20.025599999999997,148
CA-2017-116946,5,13.36,0.2,8.016,149
CA-2017-116946,2,78.256,0.2,46.9536,150
CA-2017-116946,7,102.018,0.7,61.2108,151
CA-2017-103443,2,166.72,0.0,100.032,152
CA-2017-103443,3,24.816,0.2,14.889599999999998,153
CA-2017-103443,2,124.36,0.0,74.616,154
CA-2017-156664,3,7.236,0.7,4.3416,155
CA-2017-156664,3,4.824,0.2,2.8943999999999996,42
CA-2017-156664,5,91.36,0.2,54.815999999999995,156
CA-2017-156664,2,130.112,0.2,78.0672,157
CA-2017-107342,4,28.16,0.0,16.896,158
CA-2017-164000,7,18.704,0.2,11.2224,159
US-2017-116701,2,66.284,0.8,39.7704,160
CA-2017-133431,5,15.24,0.2,9.144,161
CA-2017-133431,3,13.23,0.0,7.938,162
CA-2017-137428,2,81.568,0.2,48.940799999999996,163
CA-2017-137428,2,97.184,0.2,58.310399999999994,164
CA-2017-137428,5,24.32,0.2,14.591999999999999,165
CA-2017-137428,2,18.96,0.0,11.376,166
CA-2017-116855,5,504.9,0.0,302.94,167
CA-2017-158729,2,1665.62,0.0,999.3719999999998,168
CA-2017-137456,2,15.92,0.0,9.552,169
CA-2017-130309,3,544.38,0.0,326.628,15
CA-2017-120936,4,481.32,0.0,288.792,170
CA-2017-120936,1,13.98,0.0,8.388,171
CA-2017-161578,2,13.36,0.0,8.016,172
CA-2017-161578,5,158.9,0.0,95.34,173
CA-2017-155362,2,32.56,0.0,19.536,174
CA-2017-106964,2,11.808,0.2,7.0847999999999995,175
CA-2017-111808,5,10.8,0.0,6.48,176
CA-2017-122595,3,227.976,0.2,136.7856,139
CA-2017-122595,3,52.68,0.2,31.607999999999997,177
CA-2017-122595,1,2.032,0.6,1.2192,178
CA-2017-119564,3,22.77,0.0,13.661999999999999,179
CA-2017-147333,4,159.8,0.0,95.88000000000001,180
CA-2017-147333,5,44.75,0.0,26.849999999999998,181
CA-2017-108287,9,12.672,0.2,7.6032,182
CA-2017-137463,2,5.984,0.2,3.5904,183
CA-2017-137463,5,189.95,0.0,113.96999999999998,184
CA-2017-137463,5,149.95,0.0,89.96999999999998,185
CA-2017-137463,5,29.95,0.0,17.97,186
CA-2017-137463,3,44.4,0.0,26.639999999999997,187
CA-2017-102099,3,6.63,0.0,3.9779999999999998,116
CA-2017-102099,2,12.96,0.0,7.776,188
CA-2017-102099,5,32.4,0.0,19.439999999999998,189
CA-2017-136063,7,10.192,0.2,6.1152,190
US-2017-113992,4,974.988,0.3,584.9928,191
CA-2017-154116,3,22.83,0.0,13.697999999999999,192
CA-2017-154116,4,54.32,0.0,32.592,193
CA-2017-154116,3,196.776,0.2,118.0656,194
CA-2017-169859,3,26.25,0.0,15.75,86
CA-2017-169859,14,64.96,0.2,38.97599999999999,195
CA-2017-169859,5,43.7,0.0,26.220000000000002,196
CA-2017-129581,3,128.85,0.0,77.30999999999999,197
CA-2017-151799,2,1199.98,0.0,719.9879999999999,198
CA-2017-151799,1,73.85,0.0,44.309999999999995,199
CA-2017-151799,3,25.71,0.0,15.426,200
CA-2017-151799,6,17.28,0.0,10.368,201
CA-2017-151799,2,526.582,0.3,315.94919999999996,202
CA-2017-135377,3,287.976,0.2,172.7856,56
CA-2017-122770,3,8.64,0.0,5.184,203
CA-2017-122770,6,38.88,0.0,23.328,188
CA-2017-122770,8,201.04,0.0,120.624,53
CA-2017-122770,8,201.04,0.0,120.624,204
CA-2017-122770,2,12.96,0.0,7.776,205
CA-2017-167150,4,19.936,0.2,11.961599999999999,206
CA-2017-167150,2,65.568,0.2,39.340799999999994,36
US-2017-160759,1,63.686,0.3,38.2116,207
CA-2017-168389,6,721.875,0.45,433.125,208
CA-2017-168389,4,73.568,0.2,44.1408,209
CA-2017-168389,1,13.584,0.2,8.1504,23
CA-2017-168389,1,64.784,0.2,38.870400000000004,210
CA-2017-153871,5,40.2,0.0,24.12,155
CA-2017-153871,2,735.98,0.0,441.588,211
CA-2017-153871,7,22.75,0.0,13.65,212
US-2017-103814,9,143.856,0.2,86.3136,213
CA-2017-101798,4,23.36,0.2,14.016,214
CA-2017-101798,2,39.98,0.0,23.987999999999996,215
CA-2017-129833,5,33.45,0.0,20.07,216
CA-2017-129833,5,10.4,0.0,6.24,217
CA-2017-148922,3,599.97,0.0,359.982,218
CA-2017-148922,3,38.97,0.0,23.381999999999998,219
CA-2017-148922,8,45.84,0.0,27.504,220
CA-2017-148012,1,2.624,0.2,1.5744,221
CA-2017-100230,1,14.952,0.2,8.9712,222
CA-2017-100230,3,17.94,0.0,10.764000000000001,223
CA-2017-100230,2,116.98,0.0,70.188,224
US-2017-135503,2,14.76,0.0,8.856,225
US-2017-167570,4,215.544,0.3,129.3264,226
US-2017-132927,7,11.088,0.7,6.652799999999999,37
CA-2017-102659,5,54.9,0.0,32.94,227
CA-2017-108329,4,444.768,0.2,266.8608,228
CA-2017-157651,1,14.2,0.2,8.52,136
CA-2017-148446,4,1669.6,0.0,1001.7599999999999,229
CA-2017-109715,2,15.984,0.2,9.590399999999999,230
CA-2017-108854,4,87.92,0.0,52.752,231
CA-2017-108854,4,87.92,0.0,52.752,985
CA-2017-108854,1,22.424,0.2,13.4544,232
CA-2017-108854,3,90.48,0.2,54.288000000000004,126
CA-2017-108854,1,42.76,0.0,25.656,233
CA-2017-107629,6,266.352,0.6,159.81119999999999,234
CA-2017-107629,3,56.328,0.6,33.7968,235
CA-2017-107629,3,56.328,0.6,33.7968,1762
CA-2017-107629,3,39.264,0.2,23.558400000000002,236
CA-2017-107629,6,95.232,0.2,57.139199999999995,237
CA-2017-142776,1,7.28,0.0,4.368,238
CA-2017-142776,3,5.4,0.0,3.24,239
CA-2017-142328,6,50.04,0.0,30.023999999999997,240
US-2017-145366,1,37.208,0.2,22.3248,241
US-2017-145366,3,57.576,0.2,34.5456,242
CA-2017-139199,3,872.94,0.0,523.764,243
CA-2017-139199,2,41.54,0.0,24.924,244
CA-2017-139199,2,12.96,0.0,7.776,245
CA-2017-102407,2,11.16,0.0,6.696,246
CA-2017-102407,9,896.328,0.2,537.7968,247
CA-2017-102407,1,189.0,0.0,113.39999999999999,248
US-2017-122714,5,1889.99,0.8,1133.994,249
CA-2017-117324,3,178.11,0.0,106.866,250
CA-2017-117324,3,1089.75,0.0,653.85,251
CA-2017-117324,2,61.06,0.0,36.636,252
CA-2017-117324,4,459.92,0.0,275.952,253
CA-2017-117324,4,27.52,0.0,16.512,254
CA-2017-107986,3,31.44,0.0,18.864,255
CA-2017-139402,5,419.4,0.2,251.64,256
CA-2017-139402,3,13.005,0.7,7.803,257
CA-2017-165099,2,1.392,0.8,0.8351999999999999,258
US-2017-110149,1,3.273,0.7,1.9638,259
US-2017-110149,5,87.92,0.2,52.752,260
US-2017-125213,3,6.54,0.0,3.924,261
CA-2017-117457,5,179.95,0.0,107.96999999999998,262
CA-2017-117457,3,1199.976,0.2,719.9856000000001,263
CA-2017-117457,5,27.15,0.0,16.29,264
CA-2017-117457,7,1004.024,0.2,602.4144,265
CA-2017-117457,1,9.68,0.0,5.808,266
CA-2017-117457,9,28.35,0.0,17.01,267
CA-2017-117457,1,55.98,0.0,33.587999999999994,110
CA-2017-117457,1,55.98,0.0,33.587999999999994,703
CA-2017-117457,13,1336.829,0.15,802.0974,268
CA-2017-117457,2,113.568,0.2,68.1408,269
CA-2017-143798,2,10.368,0.2,6.2208,270
CA-2017-143798,2,310.88,0.2,186.528,271
CA-2017-158967,3,19.104,0.2,11.462399999999999,169
US-2017-140907,3,49.08,0.0,29.447999999999997,236
US-2017-140907,5,324.9,0.0,194.93999999999997,272
US-2017-140907,3,18.24,0.0,10.943999999999999,273
CA-2017-134285,3,3.552,0.2,2.1311999999999998,274
CA-2017-134285,3,15.552,0.2,9.331199999999999,275
CA-2017-107748,4,95.84,0.2,57.504,276
CA-2017-107748,2,12.96,0.0,7.776,277
CA-2017-117926,1,69.48,0.0,41.688,278
CA-2017-149706,7,116.312,0.2,69.7872,279
US-2017-167920,2,29.36,0.0,17.616,280
US-2017-167920,5,214.9,0.0,128.94,281
US-2017-167920,4,15.92,0.0,9.552,282
US-2017-167920,5,146.45,0.0,87.86999999999999,82
US-2017-167920,1,15.14,0.0,9.084,283
US-2017-167920,2,5.76,0.0,3.456,284
US-2017-167920,2,1399.98,0.0,839.9879999999999,285
CA-2017-135587,4,320.64,0.0,192.384,286
CA-2017-135587,4,52.0,0.0,31.2,287
US-2017-109484,1,5.682,0.7,3.4092000000000002,288
US-2017-107272,2,2.388,0.7,1.4327999999999999,282
US-2017-107272,7,243.992,0.2,146.3952,289
CA-2017-160514,2,10.56,0.0,6.336,290
CA-2017-134978,5,15.92,0.2,9.552,282
CA-2017-130386,3,16.056,0.2,9.6336,291
CA-2017-130386,9,223.056,0.2,133.8336,292
CA-2017-130386,3,540.048,0.2,324.0288,293
US-2017-116659,3,370.782,0.4,222.46919999999997,294
CA-2017-122504,3,59.97,0.0,35.982,295
CA-2017-122504,7,761.544,0.2,456.9264,296
CA-2017-134915,4,41.6,0.2,24.96,287
CA-2017-134915,5,23.12,0.2,13.872,297
CA-2017-134915,2,113.888,0.2,68.3328,298
CA-2017-134915,2,113.568,0.2,68.1408,299
CA-2017-134915,2,7.92,0.2,4.752,6
CA-2017-134915,2,671.984,0.2,403.1904,300
CA-2017-164168,5,30.56,0.8,18.336,301
CA-2017-164168,3,77.952,0.2,46.7712,302
CA-2017-164168,1,67.992,0.2,40.7952,303
CA-2017-164168,2,12.224,0.2,7.3344,304
CA-2017-164168,2,44.784,0.2,26.8704,305
CA-2017-164168,3,22.848,0.6,13.708799999999998,306
CA-2017-152912,2,9.64,0.0,5.784,307
CA-2017-152912,3,826.62,0.0,495.972,308
CA-2017-152912,9,1633.14,0.0,979.884,15
CA-2017-122644,2,10.848,0.2,6.5088,309
CA-2017-122644,2,18.544,0.2,11.1264,310
CA-2017-152737,4,21.792,0.2,13.0752,311
CA-2017-152737,4,439.8,0.0,263.88,312
CA-2017-164364,2,9.96,0.0,5.976,313
CA-2017-164364,3,9.21,0.0,5.526000000000001,314
CA-2017-164364,3,27.93,0.0,16.758,315
US-2017-136707,4,14.016,0.2,8.4096,316
CA-2017-163874,3,26.352,0.2,15.8112,227
CA-2017-149944,3,18.24,0.0,10.943999999999999,317
CA-2017-149944,2,76.12,0.0,45.672000000000004,318
CA-2017-154088,5,26.72,0.2,16.032,319
US-2017-132220,6,62.352,0.2,37.411199999999994,320
CA-2017-106691,2,1.248,0.8,0.7488,321
CA-2017-150504,2,18.16,0.2,10.895999999999999,322
US-2017-125808,2,11.56,0.0,6.936,323
CA-2017-166835,2,221.024,0.2,132.6144,324
CA-2017-152702,14,254.604,0.3,152.7624,325
CA-2017-149146,2,7.968,0.2,4.7808,326
CA-2017-168655,5,595.0,0.0,357.0,327
CA-2017-168655,3,79.872,0.2,47.9232,328
CA-2017-126536,1,0.99,0.0,0.594,329
CA-2017-126536,5,101.84,0.2,61.104,330
US-2017-136868,4,319.96,0.0,191.97599999999997,331
US-2017-136868,3,17.04,0.0,10.223999999999998,332
US-2017-136868,3,17.04,0.0,10.223999999999998,1428
US-2017-136868,3,344.91,0.0,206.946,333
CA-2017-152709,2,85.52,0.0,51.312,233
CA-2017-112431,12,435.84,0.0,261.50399999999996,334
CA-2017-112431,2,5.88,0.0,3.528,335
CA-2017-169362,2,39.984,0.2,23.9904,336
CA-2017-150091,3,45.0,0.0,27.0,337
CA-2017-150091,5,17.9,0.0,10.739999999999998,338
CA-2017-150091,2,40.48,0.0,24.287999999999997,339
CA-2017-150091,5,2154.9,0.0,1292.94,340
CA-2017-152933,7,369.544,0.2,221.72639999999998,341
CA-2017-152933,2,10.368,0.2,6.2208,342
CA-2017-152933,3,791.88,0.2,475.128,343
CA-2017-130505,3,673.344,0.3,404.00640000000004,344
CA-2017-169607,2,9.96,0.0,5.976,345
CA-2017-169607,2,9.96,0.0,5.976,509
CA-2017-112774,1,34.504,0.2,20.702399999999997,346
CA-2017-103611,2,8.36,0.0,5.015999999999999,347
CA-2017-103611,2,8.36,0.0,5.015999999999999,1522
CA-2017-140676,5,39.9,0.0,23.939999999999998,348
CA-2017-140676,7,90.86,0.0,54.516,349
CA-2017-140676,5,94.85,0.0,56.91,350
CA-2017-124401,3,37.68,0.2,22.608,351
CA-2017-124401,7,279.944,0.2,167.9664,352
CA-2017-149559,2,12.96,0.0,7.776,188
CA-2017-149559,2,22.18,0.0,13.308,353
CA-2017-149559,8,2054.272,0.2,1232.5631999999998,354
CA-2017-149895,2,258.528,0.4,155.1168,355
CA-2017-149895,2,258.528,0.4,155.1168,1082
CA-2017-108749,7,45.36,0.0,27.215999999999998,356
CA-2017-108749,3,45.78,0.0,27.468,357
US-2017-109582,3,166.44,0.0,99.86399999999999,358
CA-2017-126396,6,85.2,0.2,51.12,136
US-2017-150070,2,161.568,0.2,96.94080000000001,359
CA-2017-128769,2,81.568,0.2,48.940799999999996,360
CA-2017-106537,4,20.736,0.2,12.4416,361
CA-2017-117023,2,11.68,0.0,7.008,362
CA-2017-117023,10,104.8,0.0,62.879999999999995,363
CA-2017-115175,5,244.55,0.0,146.73,364
CA-2017-158169,3,542.94,0.0,325.764,365
CA-2017-158169,4,54.92,0.0,32.952,53
CA-2017-158169,4,54.92,0.0,32.952,204
CA-2017-151981,5,824.95,0.0,494.97,75
CA-2017-151981,8,24.64,0.0,14.783999999999999,366
CA-2017-151981,6,227.88,0.0,136.72799999999998,367
US-2017-118941,3,17.52,0.0,10.511999999999999,368
US-2017-118941,5,1779.9,0.0,1067.94,369
US-2017-118941,5,219.9,0.0,131.94,370
CA-2017-152310,1,299.99,0.0,179.994,371
CA-2017-152310,4,192.16,0.0,115.29599999999999,372
CA-2017-152310,8,242.624,0.2,145.5744,373
CA-2017-152310,3,46.74,0.0,28.044,115
CA-2017-152310,3,46.74,0.0,28.044,1578
CA-2017-152310,5,174.95,0.0,104.96999999999998,374
CA-2017-152310,6,100.704,0.2,60.422399999999996,375
CA-2017-134306,3,7.56,0.0,4.536,376
CA-2017-134306,2,24.56,0.0,14.735999999999999,377
CA-2017-134306,2,12.96,0.0,7.776,378
CA-2017-115651,5,8.84,0.2,5.303999999999999,379
CA-2017-115651,9,58.464,0.8,35.078399999999995,380
CA-2017-138464,3,15.84,0.0,9.504,381
CA-2017-138464,3,86.376,0.2,51.8256,382
CA-2017-138464,3,18.24,0.0,10.943999999999999,383
CA-2017-138464,4,13.12,0.0,7.871999999999999,221
CA-2017-140480,4,83.92,0.0,50.352,384
CA-2017-140480,5,141.9,0.0,85.14,48
CA-2017-140480,2,39.98,0.0,23.987999999999996,141
CA-2017-140480,7,28.91,0.0,17.346,84
CA-2017-140480,5,174.95,0.0,104.96999999999998,385
CA-2017-106047,1,3.816,0.2,2.2895999999999996,386
CA-2017-111759,2,52.76,0.0,31.656,387
US-2017-155299,2,1.624,0.8,0.9744,388
CA-2017-148474,3,91.2,0.0,54.72,389
CA-2017-148474,3,452.94,0.0,271.764,390
US-2017-120418,1,280.792,0.2,168.47519999999997,44
US-2017-120418,4,68.448,0.2,41.068799999999996,391
US-2017-120418,5,88.04,0.2,52.824000000000005,392
US-2017-120418,1,15.872,0.2,9.5232,393
US-2017-120418,3,215.592,0.2,129.3552,394
CA-2017-108441,4,19.04,0.0,11.424,395
CA-2017-108441,3,13.128,0.2,7.876799999999999,137
CA-2017-108441,3,64.14,0.0,38.484,396
CA-2017-108441,4,858.24,0.1,514.944,397
CA-2017-143861,2,17.088,0.2,10.2528,398
CA-2017-117821,2,63.92,0.2,38.352,180
CA-2017-119424,3,71.976,0.2,43.1856,399
CA-2017-119424,3,19.44,0.0,11.664,400
CA-2017-124191,3,8.856,0.6,5.3136,225
CA-2017-149181,2,47.992,0.3,28.795199999999998,401
US-2017-158218,5,127.92,0.2,76.752,69
US-2017-158218,4,34.24,0.8,20.544,402
CA-2017-133865,6,3359.952,0.2,2015.9712,285
CA-2017-104577,5,87.6,0.0,52.559999999999995,403
CA-2017-104577,5,87.6,0.0,52.559999999999995,1575
CA-2017-133823,6,37.44,0.0,22.464,404
CA-2017-133823,3,37.59,0.0,22.554000000000002,405
CA-2017-133823,2,26.032,0.2,15.6192,406
CA-2017-156895,3,128.058,0.3,76.83479999999999,407
CA-2017-159688,1,79.99,0.0,47.99399999999999,408
US-2017-106796,3,10.272,0.2,6.1632,409
CA-2017-117632,2,238.62,0.0,143.172,410
CA-2017-117632,1,7.77,0.0,4.662,411
CA-2017-117632,5,285.48,0.2,171.288,412
CA-2017-117632,4,19.168,0.2,11.5008,71
CA-2017-152226,2,5.904,0.2,3.5423999999999998,413
CA-2017-122175,5,42.85,0.0,25.71,414
CA-2017-122175,2,6.16,0.0,3.6959999999999997,415
CA-2017-122175,2,17.0,0.0,10.2,416
CA-2017-122175,5,87.4,0.0,52.440000000000005,417
US-2017-104451,4,81.08,0.0,48.647999999999996,418
US-2017-100930,2,233.86,0.45,140.316,419
US-2017-100930,3,620.6145,0.45,372.3687,202
US-2017-100930,2,5.328,0.7,3.1968,54
US-2017-100930,3,258.072,0.2,154.8432,420
US-2017-100930,3,258.072,0.2,154.8432,470
US-2017-100930,3,617.976,0.2,370.7856,421
US-2017-100930,3,617.976,0.2,370.7856,570
CA-2017-122735,5,29.7,0.0,17.82,422
CA-2017-122735,4,39.96,0.0,23.976,423
CA-2017-112900,8,478.24,0.0,286.944,424
CA-2017-150987,5,244.55,0.0,146.73,364
CA-2017-150987,4,195.76,0.0,117.45599999999999,425
US-2017-136721,2,273.96,0.0,164.37599999999998,426
US-2017-136721,3,306.9,0.0,184.14,427
CA-2017-107265,3,106.32,0.0,63.791999999999994,428
CA-2017-136672,3,49.08,0.0,29.447999999999997,236
CA-2017-159352,7,69.93,0.0,41.958000000000006,429
CA-2017-116288,3,242.94,0.0,145.76399999999998,13
CA-2017-110884,6,25.92,0.2,15.552,430
CA-2017-110884,3,91.59,0.0,54.954,252
CA-2017-152786,9,40.41,0.0,24.246,431
CA-2017-148642,2,4.928,0.2,2.9568,432
CA-2017-148642,4,63.488,0.2,38.0928,433
US-2017-101840,6,227.46,0.0,136.476,373
US-2017-101840,4,46.24,0.2,27.744,257
US-2017-158512,6,40.08,0.0,24.048,434
US-2017-158512,2,37.68,0.0,22.608,435
CA-2017-108000,1,9.78,0.0,5.867999999999999,135
US-2017-148551,5,760.98,0.8,456.588,436
CA-2017-111689,3,68.472,0.2,41.0832,437
CA-2017-111689,5,1242.9,0.1,745.74,438
CA-2017-119305,5,173.8,0.0,104.28,439
CA-2017-122700,8,220.752,0.4,132.4512,440
CA-2017-165029,3,12.84,0.0,7.704,409
CA-2017-116645,6,155.94,0.0,93.564,441
US-2017-120089,4,663.936,0.2,398.3616,442
CA-2017-146535,1,2.88,0.0,1.728,443
CA-2017-146535,12,1443.96,0.0,866.376,170
CA-2017-155957,3,52.272,0.2,31.3632,444
CA-2017-155957,7,213.136,0.2,127.88159999999999,318
US-2017-148768,3,71.976,0.2,43.1856,399
CA-2017-102267,2,2.368,0.2,1.4207999999999998,274
CA-2017-142090,3,383.976,0.2,230.38559999999998,445
CA-2017-142090,7,1781.682,0.4,1069.0092,446
CA-2017-155607,7,58.73,0.0,35.238,447
CA-2017-155607,4,93.344,0.2,56.00639999999999,144
